Price,Bedrooms,Is_premium_subarea,Sub_locality,Property_type,Area,Is_estate,Price_log,Group_median,Group_std,Price_zscore_in_group
250000,2,0,Ikorodu Igbogbo Ikorodu,flat,mainland,0,12.429220196836383,250000.0,871957.4409978761,0.0
3200000,4,1,Lekki Phase 1 Lekki,duplex,island,0,14.978661680269907,3500000.0,4441466.645353092,-0.06754525564519923
300000,0,0,Abule-Oja Yaba,self contain,mainland,0,12.611541086966115,230000.0,96333.31300434396,0.7266437519577832
300000,0,0,Abule-Oja Yaba,self contain,mainland,0,12.611541086966115,230000.0,96333.31300434396,0.7266437519577832
2800000,4,0,Agness Sabo Yaba,duplex,mainland,0,14.845130332288226,2800000.0,608789.7830942961,0.0
2800000,4,0,Agness Sabo Yaba,duplex,mainland,0,14.845130332288226,2800000.0,608789.7830942961,0.0
2800000,4,0,Agness Sabo Yaba,duplex,mainland,0,14.845130332288226,2800000.0,608789.7830942961,0.0
350000,1,0,Chemist Akoka Yaba,mini flat,mainland,0,12.765691290604371,350000.0,197881.37662672115,0.0
300000,0,0,Abule-Oja Yaba,self contain,mainland,0,12.611541086966115,230000.0,96333.31300434396,0.7266437519577832
1500000,3,0,Adekunle Alagomeji Yaba,flat,mainland,0,14.220976332738882,1000000.0,624067.9867957743,0.801194758550601
1500000,3,0,Sabo Alagomeji Yaba,flat,mainland,0,14.220976332738882,1000000.0,624067.9867957743,0.801194758550601
660000,1,0,Iwaya Rd Onike Yaba,mini flat,mainland,0,13.399996629152975,350000.0,197881.37662672115,1.5665951252440335
500000,2,0,Off Pedro Road Palmgroove Shomolu,flat,mainland,0,13.122365377402328,500000.0,246132.39769290932,0.0
1000000,2,0,Iwaya Onike Yaba,flat,mainland,0,13.815511557963774,700000.0,388728.5267957169,0.7717468086865023
500000,2,0,Off Pedro Road Palmgroove Shomolu,flat,mainland,0,13.122365377402328,500000.0,246132.39769290932,0.0
500000,2,0,Off Pedro Road Palmgroove Shomolu,flat,mainland,0,13.122365377402328,500000.0,246132.39769290932,0.0
400000,2,0,Palmgroove Shomolu,flat,mainland,0,12.899222326086994,500000.0,246132.39769290932,-0.40628540142353164
400000,2,0,Palmgroove Shomolu,flat,mainland,0,12.899222326086994,500000.0,246132.39769290932,-0.40628540142353164
400000,2,0,Palmgroove Shomolu,flat,mainland,0,12.899222326086994,500000.0,246132.39769290932,-0.40628540142353164
1500000,3,1,Gra Phase 2 Magodo Kosofe/Ikosi,flat,mainland,0,14.220976332738882,1000000.0,471780.70203466876,1.0598144388772763
450000,1,0,Akoka Yaba,mini flat,mainland,0,13.017005083966255,350000.0,197881.37662672115,0.5053532662077528
450000,1,0,Akoka Yaba,mini flat,mainland,0,13.017005083966255,350000.0,197881.37662672115,0.5053532662077528
250000,1,0,Lakowe Ajah,mini flat,island,0,12.429220196836383,365000.0,1204599.6404862693,-0.09546740355457614
450000,1,0,Akoka Yaba,mini flat,mainland,0,13.017005083966255,350000.0,197881.37662672115,0.5053532662077528
600000,2,0,Alagomeji Yaba,flat,mainland,0,13.304686600863562,700000.0,388728.5267957169,-0.2572489362288341
600000,2,0,Akoka Yaba,flat,mainland,0,13.304686600863562,700000.0,388728.5267957169,-0.2572489362288341
1200000,3,0,Ifako Ifako-Gbagada Gbagada,flat,mainland,0,13.997832948091215,1000000.0,395058.6778605653,0.506253909123316
600000,2,0,Akoka Yaba,flat,mainland,0,13.304686600863562,700000.0,388728.5267957169,-0.2572489362288341
180000,1,0,Beach Road Ebute Ikorodu,mini flat,mainland,0,12.100717685412471,160000.0,46262.26722093344,0.43231776567470304
600000,3,0,Opp Assemblies Of God Church Ojodu,flat,mainland,0,13.304686600863562,700000.0,336766.48457767285,-0.296941663079705
900000,2,0,Bode Thomas Surulere,flat,mainland,0,13.710151153416941,725000.0,366236.1254336464,0.4778338013290991
2500000,4,1,Agungi Lekki,duplex,island,0,14.731801689838349,3500000.0,4441466.645353092,-0.22515085215066408
300000,1,0,Alagomeji Yaba,mini flat,mainland,0,12.611541086966115,350000.0,197881.37662672115,-0.2526766331038764
5000000,3,1,Ikeja Gra Ikeja,duplex,mainland,0,15.424948670398354,3000000.0,1192386.2403753907,1.677308855367497
3500000,4,1,Chevron Lekki,duplex,island,0,15.068273812173887,3500000.0,4441466.645353092,0.0
1000000,2,0,Atunrase Atunrase Medina Gbagada,flat,mainland,0,13.815511557963774,775000.0,160228.0628912014,1.4042483940705208
3500000,4,1,Chevron Lekki,duplex,island,0,15.068273812173887,3500000.0,4441466.645353092,0.0
2500000,3,0,Ikate Lekki,flat,island,0,14.731801689838349,2000000.0,1404009.206178628,0.3561230209885009
3500000,4,1,Magodo Gra Magodo Kosofe/Ikosi,duplex,mainland,0,15.068273812173887,2500000.0,962899.7352352653,1.0385297278700258
300000,1,0,Alagomeji Yaba,mini flat,mainland,0,12.611541086966115,350000.0,197881.37662672115,-0.2526766331038764
3000000,6,0,Oke-Alo Millenuim/Ups Gbagada,duplex,mainland,1,14.914123179965662,3000000.0,694982.0141557622,0.0
500000,3,0,Ishaga Road Idi- Araba Surulere,flat,mainland,0,13.122365377402328,950000.0,595690.8266673322,-0.755425431876435
8000000,5,1,Lekki Phase 1 Lekki,duplex,island,0,15.894952224644102,5000000.0,15715303.809011258,0.19089672312155875
300000,1,0,Abule-Oja Yaba,mini flat,mainland,0,12.611541086966115,350000.0,197881.37662672115,-0.2526766331038764
300000,1,0,Abule-Oja Yaba,mini flat,mainland,0,12.611541086966115,350000.0,197881.37662672115,-0.2526766331038764
3000000,4,0,Royal Estate Alausa Ikeja,duplex,mainland,1,14.914123179965662,3500000.0,1350794.5131020376,-0.3701525251622269
1800000,3,1,Gra Tush Area Of Igbo Efon Igbo-Efon Lekki,flat,island,0,14.403297778421795,2000000.0,1404009.206178628,-0.14244920839540037
3500000,6,0,Gbagada Phase2 Phase 2 Gbagada,duplex,mainland,0,15.068273812173887,3000000.0,694982.0141557622,0.7194430788361927
300000,1,0,Abule-Oja Yaba,mini flat,mainland,0,12.611541086966115,350000.0,197881.37662672115,-0.2526766331038764
600000,2,0,Ilasamaja Mushin,flat,mainland,0,13.304686600863562,450000.0,135092.56086106296,1.110349815296408
1200000,3,0,4Houses Away From The Roundabout Igbo-Efon Lekki,flat,island,0,13.997832948091215,2000000.0,1404009.206178628,-0.5697968335816015
1700000,3,0,Idado Lekki,flat,island,0,14.346139397261565,2000000.0,1404009.206178628,-0.21367381259310053
1500000,3,1,Magodo Gra Magodo Kosofe/Ikosi,flat,mainland,0,14.220976332738882,1000000.0,471780.70203466876,1.0598144388772763
1200000,2,1,Gra Phase 2 Magodo Kosofe/Ikosi,flat,mainland,0,13.997832948091215,650000.0,284013.1899463334,1.9365297791413383
1190000,1,0,Right Side From Vi Jakande Lekki,mini flat,island,0,13.989464705423494,1100000.0,655271.5531639188,0.13734763788454302
580000,1,0,Behind Bed Mate Igbo-Efon Lekki,mini flat,island,0,13.270785106659046,1100000.0,655271.5531639188,-0.7935641299995819
4500000,3,1,Oniru Victoria Island Extension Victoria Island,flat,island,0,15.319588176962746,4500000.0,6915655.485204466,0.0
450000,1,1,Ogudu Beach Estate Ogudu Gra Ogudu,mini flat,mainland,1,13.017005083966255,400000.0,133088.8563259934,0.37568885465157137
1800000,4,1,Opposite Oceanbay Estate Chevron Lekki,duplex,island,1,14.403297778421795,3500000.0,4441466.645353092,-0.38275644865612896
4500000,3,1,Oniru Victoria Island Extension Victoria Island,flat,island,0,15.319588176962746,4500000.0,6915655.485204466,0.0
4500000,4,1,Lekki Lekki Phase 1 Lekki,flat,island,0,15.319588176962746,3500000.0,1287490.062882392,0.7767050238517815
3000000,3,1,Chevron Lekki,flat,island,0,14.914123179965662,2000000.0,1404009.206178628,0.7122460419770018
1300000,3,1,Ogudu Gra Ogudu Gra Ogudu,flat,mainland,0,14.077875591662238,1200000.0,390219.34737220797,0.25626612486903605
1000000,3,0,Divine Estate Amuwo Odofin Amuwo Odofin,flat,mainland,1,13.815511557963774,900000.0,232605.93417828914,0.4299116458626177
2500000,5,0,Off Allen Bus-Stop Allen Avenue Ikeja,duplex,mainland,0,14.731801689838349,4500000.0,2475331.4711372973,-0.8079725981430257
1500000,3,0,Amuwo Odofin Amuwo Odofin,flat,mainland,0,14.220976332738882,900000.0,232605.93417828914,2.579469875175706
500000,1,0,Maryland Mende Maryland,mini flat,mainland,0,13.122365377402328,575000.0,530159.2596378094,-0.14146692458269614
1800000,3,1,Chevyview Chevron Lekki,duplex,island,0,14.403297778421795,2600000.0,954800.4463444415,-0.8378714139304061
200000,1,0,Akoka Yaba,mini flat,mainland,0,12.206077645517674,350000.0,197881.37662672115,-0.7580298993116291
200000,1,0,Akoka Yaba,mini flat,mainland,0,12.206077645517674,350000.0,197881.37662672115,-0.7580298993116291
200000,1,0,Akoka Yaba,mini flat,mainland,0,12.206077645517674,350000.0,197881.37662672115,-0.7580298993116291
300000,1,0,Akoka Yaba,mini flat,mainland,0,12.611541086966115,350000.0,197881.37662672115,-0.2526766331038764
300000,1,0,Akoka Yaba,mini flat,mainland,0,12.611541086966115,350000.0,197881.37662672115,-0.2526766331038764
1000000,2,0,Iwaya Iwaya Yaba,flat,mainland,0,13.815511557963774,700000.0,388728.5267957169,0.7717468086865023
300000,1,0,Akoka Yaba,mini flat,mainland,0,12.611541086966115,350000.0,197881.37662672115,-0.2526766331038764
320000,1,0,Sabo Yaba,mini flat,mainland,0,12.676079399771027,350000.0,197881.37662672115,-0.15160597986232582
5500000,5,1,Magodo Gra Magodo Kosofe/Ikosi,duplex,mainland,0,15.520258832020865,3000000.0,1088404.6746175739,2.296939785634796
320000,1,0,Sabo Yaba,mini flat,mainland,0,12.676079399771027,350000.0,197881.37662672115,-0.15160597986232582
600000,2,0,Pedro Palmgroove Shomolu,flat,mainland,0,13.304686600863562,500000.0,246132.39769290932,0.40628540142353164
320000,1,0,Sabo Yaba,mini flat,mainland,0,12.676079399771027,350000.0,197881.37662672115,-0.15160597986232582
500000,2,0,Akoka Yaba,flat,mainland,0,13.122365377402328,700000.0,388728.5267957169,-0.5144978724576682
3000000,2,1,Oniru Ademola Adetokunbo Victoria Island,flat,island,0,14.914123179965662,3000000.0,1583096.9895844576,0.0
300000,0,0,Mayfair Garden Estate Awoyaya Ajah,self contain,island,1,12.611541086966115,300000.0,157457.91344195599,0.0
200000,1,0,Bariga Shomolu,mini flat,mainland,0,12.206077645517674,350000.0,176717.89236844712,-0.8488104853992838
700000,2,0,Alapere Kosofe/Ikosi,flat,mainland,0,13.45883704259595,650000.0,284013.1899463334,0.17604816174012167
900000,3,0,Ajao Estate Anthony Village Maryland,flat,mainland,1,13.710151153416941,1800000.0,2138121.143516691,-0.4209303119839684
2100000,3,0,2Nd Avenue 21 Road Festac Amuwo Odofin,duplex,mainland,0,14.557448378884015,1300000.0,425944.3290250164,1.8781797185355054
850000,2,0,Festac Town Festac Amuwo Odofin,flat,mainland,0,13.652992804936396,650000.0,344063.1433913202,0.5812886496026981
850000,3,0,2Nd Avenue Festac Amuwo Odofin,flat,mainland,0,13.652992804936396,900000.0,232605.93417828914,-0.21495582293130885
1500000,5,0,2Nd Avenue Festac Amuwo Odofin,duplex,mainland,0,14.220976332738882,2000000.0,471572.8494951256,-1.0602815673873274
1900000,3,1,Chevron Lekki,flat,island,0,14.45736497045232,2000000.0,1404009.206178628,-0.07122460419770019
2500000,3,0,Sabo Yaba,flat,mainland,0,14.731801689838349,1000000.0,624067.9867957743,2.4035842756518027
7000000,4,1,By Dideolu Estate Victoria Island,flat,island,1,15.76142084987672,5000000.0,5613758.608480215,0.35626754541578876
3200000,5,1,Chevy View Estate Chevron Lekki,duplex,island,1,14.978661680269907,5000000.0,15715303.809011258,-0.11453803387293526
2500000,6,0,Kilo-Marsha Surulere,duplex,mainland,0,14.731801689838349,2500000.0,1.0,0.0
4000000,3,1,Private Estate In Victoria Island Victoria Island Extension Victoria Island,house,island,1,15.201805169084134,3750000.0,288675.13459481293,0.8660254037844385
500000,1,0,Off Herbert Maccauley Street Abule-Oja Yaba,mini flat,mainland,0,13.122365377402328,350000.0,197881.37662672115,0.7580298993116291
1000000,3,0,Onike Onike Yaba,house,mainland,0,13.815511557963774,1000000.0,1154700.5383792515,0.0
6000000,3,1,Dideolu Estate Victoria Island,flat,island,1,15.607270193858982,4500000.0,6915655.485204466,0.21689917943557763
1200000,3,0,Sangotedo Bogije Sangotedo,flat,island,0,13.997832948091215,700000.0,200277.58514399736,2.4965349948697733
600000,3,0,Sangotedo Ajah,flat,island,1,13.304686600863562,900000.0,345391.2078968643,-0.868580302975117
2500000,3,0,Adeniyi Jones Ikeja,flat,mainland,0,14.731801689838349,1600000.0,1237311.287693152,0.7273836494920882
550000,3,0,Sangotedo Ajah,flat,island,1,13.217675375388819,900000.0,345391.2078968643,-1.013343686804303
500000,2,0,Lawanson Surulere,flat,mainland,0,13.122365377402328,725000.0,366236.1254336464,-0.6143577445659846
2500000,4,0,Allen Avenue Ikeja,house,mainland,0,14.731801689838349,2500000.0,1650841.5362407677,0.0
900000,2,0,Bode Thomas Surulere,flat,mainland,0,13.710151153416941,725000.0,366236.1254336464,0.4778338013290991
350000,0,0,Bode Thomas Surulere,self contain,mainland,0,12.765691290604371,200000.0,286495.17828313826,0.5235690209479114
900000,2,0,Adelabu Surulere,flat,mainland,0,13.710151153416941,725000.0,366236.1254336464,0.4778338013290991
1200000,2,0,Bode Thomas Surulere,flat,mainland,0,13.997832948091215,725000.0,366236.1254336464,1.2969774607504119
1500000,3,0,Bode Thomas Surulere,flat,mainland,0,14.220976332738882,950000.0,595690.8266673322,0.9232977500711983
750000,2,0,Sangotedo Ajah,flat,island,1,13.527829818844937,700000.0,204008.4003956448,0.24508794688371768
400000,1,0,Bajulaiye Shomolu Shomolu,mini flat,mainland,0,12.899222326086994,350000.0,176717.89236844712,0.2829368284664279
2000000,1,1,Karimu Kotun Victoria Island,mini flat,island,0,14.508658238524095,2000000.0,1085422.6331204444,0.0
1000000,3,0,Shomolu,flat,mainland,0,13.815511557963774,750000.0,258573.34507161233,0.9668436626008844
1000000,3,0,Kilo-Marsha Surulere,flat,mainland,0,13.815511557963774,950000.0,595690.8266673322,0.08393615909738167
1100000,1,1,Off Victoria Arobieke Street Lekki Phase 1 Lekki,mini flat,island,0,13.910821646859095,1100000.0,655271.5531639188,0.0
800000,2,1,S.West Ikoyi Awolowo Road Ikoyi,flat,island,0,13.592368256649284,4000000.0,6803381.0000145435,-0.4703543723323976
1300000,2,1,Off Alexander Road Old Ikoyi Ikoyi,flat,island,0,14.077875591662238,4000000.0,6803381.0000145435,-0.39686150165546047
4000000,5,1,Off Admiralty Way Lekki Phase 1 Lekki,duplex,island,0,15.201805169084134,5000000.0,15715303.809011258,-0.0636322410405196
1500000,2,0,Nicon Town Estate Ikate Lekki,flat,island,1,14.220976332738882,2000000.0,895390.6211295603,-0.5584154984438368
300000,1,0,Abule-Oja Yaba,mini flat,mainland,0,12.611541086966115,350000.0,197881.37662672115,-0.2526766331038764
7000000,4,1,Victoria Island,bungalow,island,0,15.76142084987672,7000000.0,1.0,0.0
2500000,5,1,Gra Magodo Kosofe/Ikosi,house,mainland,0,14.731801689838349,2500000.0,1405939.7805975429,0.0
200000,1,0,Akoka Akoka Yaba,mini flat,mainland,0,12.206077645517674,350000.0,197881.37662672115,-0.7580298993116291
650000,2,0,Off Apapa Road Ebute Metta Yaba,flat,mainland,0,13.384729180332174,700000.0,388728.5267957169,-0.12862446811441705
4000000,5,0,Adeniyi Jones Estate Adeniyi Jones Ikeja,duplex,mainland,1,15.201805169084134,4500000.0,2475331.4711372973,-0.20199314953575642
4000000,4,1,Dolphin Estate Ikoyi,house,island,1,15.201805169084134,10000000.0,5370654.423015095,-1.1171822886775107
1300000,3,1,Gra Magodo Isheri Ojodu,flat,mainland,0,14.077875591662238,700000.0,336766.48457767285,1.78164997847823
1500000,3,1,Pako Estate Ogudu Gra Ogudu,flat,mainland,1,14.220976332738882,1200000.0,390219.34737220797,0.7687983746071081
4000000,4,1,Dolphin Estate Ikoyi,house,island,1,15.201805169084134,10000000.0,5370654.423015095,-1.1171822886775107
5500000,4,0,Shonibare Estate Maryland,duplex,mainland,1,15.520258832020865,3400000.0,1698234.3772283024,1.2365784300206084
230000,0,0,Onike Yaba,self contain,mainland,0,12.345838935721968,230000.0,96333.31300434396,0.0
2500000,3,0,Off Yaba Tech Yaba,flat,mainland,0,14.731801689838349,1000000.0,624067.9867957743,2.4035842756518027
500000,2,0,Mushin Mushin,flat,mainland,0,13.122365377402328,450000.0,135092.56086106296,0.3701166050988026
6000000,3,1,Osborne Foreshore Estate Ikoyi,house,island,1,15.607270193858982,6000000.0,4117037.7700477806,0.0
400000,1,0,Off Bajulaiye Yaba,mini flat,mainland,0,12.899222326086994,350000.0,197881.37662672115,0.2526766331038764
1200000,1,1,Lekki Phase One Lekki Phase 1 Lekki,mini flat,island,0,13.997832948091215,1100000.0,655271.5531639188,0.15260848653838113
850000,3,0,Palmgroove Shomolu,flat,mainland,0,13.652992804936396,750000.0,258573.34507161233,0.3867374650403537
3000000,5,0,Medina Medina Gbagada,duplex,mainland,0,14.914123179965662,2600000.0,700417.4579382037,0.571087992548711
250000,1,0,Ire Akari Isolo,mini flat,mainland,0,12.429220196836383,375000.0,2425268.81073992,-0.05154067847920908
750000,2,0,Alapere Kosofe/Ikosi,flat,mainland,0,13.527829818844937,650000.0,284013.1899463334,0.35209632348024333
300000,2,0,Egbeda Alimosho,flat,mainland,0,12.611541086966115,400000.0,121396.33728853069,-0.8237480819732098
2500000,5,0,Medina Medina Gbagada,duplex,mainland,0,14.731801689838349,2600000.0,700417.4579382037,-0.14277199813717775
300000,1,0,Akoka Shomolu Shomolu,mini flat,mainland,0,12.611541086966115,350000.0,176717.89236844712,-0.2829368284664279
1000000,3,0,Ifako-Gbagada Gbagada,flat,mainland,0,13.815511557963774,1000000.0,395058.6778605653,0.0
1300000,3,1,Gra Magodo Isheri Ojodu,flat,mainland,0,14.077875591662238,700000.0,336766.48457767285,1.78164997847823
1300000,3,1,Gra Magodo Isheri Ojodu,flat,mainland,0,14.077875591662238,700000.0,336766.48457767285,1.78164997847823
1500000,3,1,Gra Magodo-Shangisha Kosofe/Ikosi,flat,mainland,0,14.220976332738882,1000000.0,471780.70203466876,1.0598144388772763
1000000,3,0,Ifako Ifako-Gbagada Gbagada,flat,mainland,1,13.815511557963774,1000000.0,395058.6778605653,0.0
900000,2,1,Ogudu Kosofe Kosofe/Ikosi,flat,mainland,0,13.710151153416941,650000.0,284013.1899463334,0.8802408087006083
1300000,3,0,Ogudu Kosofe Kosofe/Ikosi,flat,mainland,0,14.077875591662238,1000000.0,471780.70203466876,0.6358886633263658
1000000,3,1,Gbagada Phase I Phase 1 Gbagada,flat,mainland,0,13.815511557963774,1000000.0,395058.6778605653,0.0
500000,2,0,Onipanu Ilupeju,flat,mainland,0,13.122365377402328,800000.0,1257122.5647712885,-0.2386402156853972
170000,0,0,Onipanu Ilupeju,self contain,mainland,0,12.04355959836804,175000.0,7071.067811865475,-0.7071067811865476
1500000,3,0,Onipanu Shomolu,duplex,mainland,0,14.220976332738882,1500000.0,1.0,0.0
1100000,3,0,Folagoro Shomolu Shomolu,flat,mainland,0,13.910821646859095,750000.0,258573.34507161233,1.3535811276412382
300000,1,0,Onipanu Ilupeju,mini flat,mainland,0,12.611541086966115,400000.0,736903.1929564925,-0.1357030352912368
3000000,4,0,Iroko Awe Ilasan Ikate Lekki,duplex,island,0,14.914123179965662,3500000.0,4441466.645353092,-0.11257542607533204
1300000,3,0,Alagomeji Alagomeji Yaba,flat,mainland,0,14.077875591662238,1000000.0,624067.9867957743,0.48071685513036055
